id,web_name,team,element_type,now_cost,total_points,form,ict_index,influence,creativity,threat,minutes,expected_goals,expected_assists,expected_goal_involvements,saves,clean_sheets,next_3_gw_fixtures
763,Cashin,5,2,4.5,0,0.0,0.7,6.8,0.5,0.0,18,0.00,0.00,0.00,0,0,3.3333333333333335
791,Charlie Tasker,5,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
150,Andrey Santos,6,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
151,Ângelo,6,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
153,B.Badiashile,6,2,4.2,7,0.7,7.9,66.0,12.6,0.0,332,0.00,0.08,0.08,0,0,3.0
154,Bergström,6,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
155,Bettinelli,6,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
157,Caicedo,6,3,4.9,79,2.7,109.2,524.6,491.3,76.0,2721,0.63,2.50,3.13,0,9,3.0
158,Casadei,6,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
159,Chalobah,6,2,4.4,78,3.7,68.8,400.2,113.0,172.0,1535,1.44,0.58,2.02,0,5,3.0
161,Chukwuemeka,6,3,4.7,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
162,Colwill,6,2,4.4,78,2.3,83.7,550.6,181.6,103.0,2520,0.74,1.20,1.94,0,7,3.0
163,Cucurella,6,2,5.4,99,2.7,104.0,500.2,285.6,252.0,2358,2.13,1.99,4.12,0,6,3.0
164,D.D.Fofana,6,4,5.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
165,Deivid,6,4,4.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
166,Dewsbury-Hall,6,3,5.5,16,1.0,12.4,55.4,47.4,21.0,252,0.22,0.22,0.44,0,0,3.0
168,Enzo,6,3,4.7,106,5.0,195.7,604.6,919.7,430.0,2316,5.25,5.06,10.31,0,7,3.0
169,Gallagher,6,3,5.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
170,Gilchrist,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
171,Gusto,6,2,4.9,54,4.7,75.0,298.6,318.6,132.0,1725,1.42,1.56,2.98,0,4,3.0
172,James,6,2,4.8,34,4.0,35.9,154.6,165.6,38.0,762,0.25,0.84,1.09,0,1,3.0
173,Kellyman,6,3,4.3,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
174,Lavia,6,3,4.5,16,0.3,19.8,91.2,100.5,5.0,538,0.18,0.31,0.49,0,1,3.0
175,Lukaku,6,4,6.3,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
176,M.Sarr,6,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
177,Madueke,6,3,6.0,102,0.7,160.1,423.6,356.5,820.0,1529,7.65,2.25,9.90,0,3,3.0
178,Marc Guiu,6,4,4.7,3,0.0,2.2,4.4,11.8,6.0,71,0.00,0.02,0.02,0,0,3.0
179,Mudryk,6,3,6.1,7,0.0,8.5,23.2,31.5,31.0,145,0.24,0.66,0.90,0,0,3.0
180,N.Jackson,6,4,7.7,110,0.7,173.7,503.0,343.9,888.0,1861,11.03,1.67,12.70,0,9,3.0
181,Nkunku,6,3,5.7,59,1.0,75.8,229.2,192.6,339.0,901,5.11,0.99,6.10,0,2,3.0
182,Palmer,6,3,10.7,188,2.3,286.1,920.6,1042.1,897.0,2563,15.02,7.94,22.96,0,7,3.0
183,Petrović,6,1,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
184,Renato Veiga,6,3,4.4,7,0.0,5.9,30.4,9.2,19.0,176,0.16,0.15,0.31,0,1,3.0
185,Sánchez,6,1,4.5,98,5.0,65.6,647.6,10.0,0.0,2250,0.00,0.02,0.02,82,7,3.0
187,Tosin,6,2,4.2,56,2.3,43.3,297.0,45.1,88.0,1177,0.90,0.21,1.11,0,5,3.0
189,W.Fofana,6,2,4.3,26,0.3,31.9,200.2,85.0,33.0,1172,0.44,0.18,0.62,0,2,3.0
386,Sancho,6,3,6.2,74,2.7,105.3,274.2,435.4,345.0,1581,1.84,2.91,4.75,0,6,3.0
560,Neto,6,3,6.2,72,1.3,129.2,344.0,542.0,405.0,1645,2.31,3.16,5.47,0,5,3.0
575,Wiley,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
581,Jørgensen,6,1,4.2,18,0.0,15.9,157.6,0.0,0.0,540,0.00,0.00,0.00,20,1,3.0
621,João Félix,6,3,5.9,24,0.0,32.3,88.0,95.4,141.0,362,2.30,0.45,2.75,0,1,3.0
695,Rak-Sakyi,6,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
696,George,6,3,4.5,7,0.3,11.5,32.0,60.9,23.0,84,0.13,0.26,0.39,0,0,3.0
697,Acheampong,6,2,4.0,4,0.0,2.9,13.6,2.5,13.0,168,0.22,0.01,0.23,0,0,3.0
740,Maresca,6,5,1.5,45,4.7,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
771,Amougou,6,3,4.5,1,0.0,0.2,1.0,0.9,0.0,7,0.00,0.00,0.00,0,0,3.0
774,Anselmino,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
781,Mheuka,6,4,4.5,1,0.0,2.0,3.0,0.0,17.0,1,0.06,0.00,0.06,0,0,3.0
782,Samuels-Smith,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
787,Genesis Antwi,6,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
11,Nketiah,7,4,5.9,34,-0.5,59.0,114.4,136.5,343.0,738,3.61,0.80,4.41,0,2,3.0
160,Chilwell,7,2,4.6,4,1.0,6.9,31.8,26.9,10.0,108,0.08,0.28,0.36,0,0,3.0
190,Ahamada,7,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
193,C.Doucouré,7,3,4.8,19,0.0,10.8,58.6,25.7,23.0,443,0.40,0.11,0.51,0,1,3.0
194,C.Richards,7,2,4.4,53,0.0,44.5,310.6,36.0,97.0,1336,0.47,0.10,0.57,0,6,3.0
195,Chadi Riad,7,2,4.3,1,0.0,2.0,18.2,1.3,0.0,90,0.00,0.02,0.02,0,0,3.0
196,Clyne,7,2,4.3,17,0.5,12.4,66.6,51.8,7.0,450,0.01,0.24,0.25,0,1,3.0
197,Ebiowei,7,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
199,Eze,7,3,6.8,97,5.5,173.6,462.8,736.5,537.0,2096,6.31,3.35,9.66,0,8,3.0
200,Guéhi,7,2,4.7,102,0.5,108.1,736.8,164.0,181.0,2609,1.61,1.22,2.83,0,9,3.0
201,Henderson,7,1,4.6,111,2.5,71.5,692.8,20.0,4.0,2700,0.01,0.02,0.03,84,9,3.0
202,Holding,7,2,4.2,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
203,Hughes,7,3,4.9,54,0.5,75.6,292.0,390.3,73.0,1644,0.88,2.10,2.98,0,7,3.0
205,Kamada,7,3,5.1,35,1.5,50.3,167.8,227.4,105.0,1093,0.84,1.03,1.87,0,3,3.0
206,Lerma,7,3,4.8,47,4.5,61.7,299.8,153.7,165.0,1718,0.94,1.46,2.40,0,5,3.0
207,Mateta,7,4,7.7,132,4.5,163.8,608.2,363.5,667.0,2254,11.76,2.14,13.90,0,7,3.0
208,M.França,7,3,4.4,6,3.0,5.3,31.4,0.3,21.0,14,0.06,0.00,0.06,0,0,3.0
209,Matthews,7,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
210,Mitchell,7,2,4.8,100,1.5,111.7,507.2,477.8,129.0,2518,1.23,3.26,4.49,0,10,3.0
211,Muñoz,7,2,5.2,122,5.0,154.0,650.0,471.3,418.0,2509,4.16,2.41,6.57,0,9,3.0
212,Ozoh,7,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
213,Rak-Sakyi,7,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
214,Schlupp,7,3,4.6,12,0.0,11.0,22.8,42.9,46.0,95,0.17,0.14,0.31,0,0,3.0
215,Ward,7,2,4.3,1,0.5,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0,0,3.0
216,Wharton,7,3,4.7,25,1.5,58.8,208.8,320.6,58.0,1006,0.25,1.74,1.99,0,2,3.0
445,Turner,7,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
585,I.Sarr,7,3,5.7,117,2.0,170.7,537.8,467.4,702.0,2107,7.85,4.97,12.82,0,8,3.0
644,Umeh-Chibueze,7,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
645,Devenny,7,3,4.5,24,1.0,21.7,93.0,74.5,47.0,323,0.52,0.31,0.83,0,0,3.0
646,Agbinone,7,3,4.5,2,0.0,1.5,4.0,10.6,1.0,4,0.02,0.01,0.03,0,0,3.0
647,Rodney,7,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
650,Lacroix,7,2,4.5,97,2.0,85.9,570.6,63.7,225.0,2424,2.92,0.58,3.50,0,9,3.0
666,Kporha,7,2,4.0,2,0.0,1.3,8.0,4.6,0.0,11,0.00,0.02,0.02,0,0,3.0
676,Marsh,7,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
730,Esse,7,3,4.7,9,0.0,7.1,35.2,0.3,35.0,8,0.32,0.00,0.32,0,0,3.0
741,Glasner,7,5,0.8,73,6.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
156,Broja,8,4,5.3,8,1.0,6.9,13.8,29.6,33.0,202,0.11,0.09,0.20,0,0,3.0
217,A.Doucoure,8,3,5.1,71,2.0,84.5,269.8,315.4,264.0,2155,3.24,1.11,4.35,0,9,3.0
218,Beto,8,4,5.0,65,1.7,84.2,281.2,98.9,469.0,1062,5.66,0.18,5.84,0,2,3.0
219,Branthwaite,8,2,4.8,71,2.0,64.2,509.4,42.5,89.0,1986,0.75,0.27,1.02,0,7,3.0
220,Calvert-Lewin,8,4,5.4,59,0.0,83.6,191.0,124.7,527.0,1571,6.05,0.63,6.68,0,8,3.0
221,Coleman,8,2,4.3,3,0.0,6.2,38.0,1.9,21.0,196,0.62,0.01,0.63,0,0,3.0
222,Gana,8,3,4.8,74,3.3,84.4,441.8,300.2,102.0,2446,1.05,1.75,2.80,0,8,3.0
223,Garner,8,3,4.9,27,1.7,36.4,163.0,168.8,34.0,960,0.14,0.98,1.12,0,2,3.0
224,Harrison,8,3,5.2,66,3.3,90.1,239.2,424.1,244.0,1652,3.10,2.68,5.78,0,4,3.0
225,Holgate,8,2,4.0,1,0.0,0.0,0.0,0.0,0.0,5,0.00,0.00,0.00,0,0,3.0
226,Iroegbunam,8,3,4.3,20,1.3,18.7,114.2,40.3,32.0,544,0.23,0.14,0.37,0,0,3.0
227,J.Virginia,8,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
228,Keane,8,2,3.8,33,0.0,33.0,221.6,22.9,84.0,812,0.43,0.02,0.45,0,2,3.0
229,Maupay,8,4,4.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
230,McNeil,8,3,5.1,66,0.3,100.5,287.4,547.4,169.0,1143,0.87,3.96,4.82,0,4,3.0
231,Mykolenko,8,2,4.4,87,1.3,85.5,467.2,318.1,68.0,2452,0.39,1.61,2.00,0,8,3.0
232,Ndiaye,8,4,5.2,91,3.3,113.3,489.6,284.8,355.0,1969,4.52,1.18,5.70,0,11,3.0
234,Patterson,8,2,4.4,9,0.7,7.9,30.4,38.0,10.0,198,0.07,0.31,0.38,0,0,3.0
235,Pickford,8,1,5.1,122,3.0,83.8,819.0,20.3,0.0,2790,0.00,0.20,0.20,91,9,3.0
236,Tarkowski,8,2,4.9,97,1.3,118.9,821.4,165.0,198.0,2781,1.14,1.98,3.12,0,9,3.0
237,Y. Chermiti,8,4,4.9,1,0.3,2.5,2.2,0.3,22.0,15,0.07,0.00,0.07,0,0,3.0
238,Young,8,2,4.3,82,0.7,69.8,370.8,279.2,46.0,1578,0.27,1.82,2.09,0,7,3.0
450,Alcaraz,8,3,4.8,21,1.3,40.3,118.2,139.3,144.0,415,1.29,0.37,1.66,0,0,3.0
577,Lindstrøm,8,3,5.0,44,0.3,76.0,214.2,309.6,237.0,1229,2.15,1.96,4.11,0,6,3.0
582,O'Brien,8,2,4.5,43,4.3,45.7,264.0,103.3,89.0,1028,0.66,0.28,0.94,0,2,3.0
603,Armstrong,8,3,4.4,2,0.0,2.2,1.8,10.9,9.0,47,0.37,0.00,0.37,0,0,3.0
614,Metcalfe,8,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
624,Begovic,8,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
627,Dixon,8,2,4.0,0,0.0,1.6,15.4,0.3,0.0,90,0.00,0.00,0.00,0,0,3.0
651,Mangala,8,3,5.0,39,0.0,41.4,172.8,133.5,106.0,1257,1.13,0.59,1.72,0,5,3.0
678,Bates,8,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
724,Sherif,8,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
742,Moyes,8,5,0.5,75,4.3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
773,Heath,8,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
775,Coby Ebere,8,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
10,Nelson,9,3,5.0,27,0.0,55.1,131.6,223.9,195.0,483,1.07,0.96,2.03,0,1,2.3333333333333335
19,Smith Rowe,9,3,5.1,97,1.7,102.2,357.0,335.9,328.0,1802,4.04,1.70,5.74,0,7,2.3333333333333335
191,Andersen,9,2,4.2,42,2.3,65.0,500.2,68.5,80.0,2043,0.45,0.41,0.86,0,4,2.3333333333333335
239,Adama,9,3,4.5,76,1.3,118.1,309.2,484.5,386.0,1470,3.77,3.97,7.74,0,3,2.3333333333333335
240,Andreas,9,3,4.9,72,2.7,131.7,315.4,743.5,260.0,1668,3.41,3.80,7.21,0,5,2.3333333333333335
241,Bassey,9,2,4.5,68,2.3,70.4,485.6,69.5,149.0,2534,0.99,0.27,1.26,0,5,2.3333333333333335
242,Benda,9,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
243,Cairney,9,3,4.8,22,0.3,29.8,103.8,160.1,34.0,424,0.15,0.92,1.07,0,1,2.3333333333333335
244,Castagne,9,2,4.2,43,2.7,61.3,333.6,159.2,119.0,1517,0.38,0.53,0.91,0,3,2.3333333333333335
245,Diop,9,2,4.3,31,0.3,38.3,257.6,44.7,83.0,1334,0.51,0.07,0.58,0,1,2.3333333333333335
246,Harris,9,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
247,Iwobi,9,3,5.5,134,5.7,207.4,693.2,776.6,603.0,2464,3.68,5.99,9.67,0,6,2.3333333333333335
248,Leno,9,1,5.0,97,5.3,78.5,766.4,20.0,0.0,2790,0.00,0.02,0.02,89,5,2.3333333333333335
249,Lukić,9,3,4.8,44,0.7,72.9,279.0,369.4,81.0,1883,0.83,1.16,1.99,0,3,2.3333333333333335
250,Mbabu,9,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
251,Muniz,9,4,5.5,85,6.3,89.2,345.0,95.1,454.0,887,5.64,0.20,5.84,0,2,2.3333333333333335
252,Raúl,9,4,5.4,121,1.7,164.5,505.6,270.5,872.0,1920,10.45,1.80,12.25,0,7,2.3333333333333335
253,Ream,9,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
254,Reed,9,3,4.7,9,0.3,7.1,18.6,20.6,33.0,85,0.23,0.09,0.32,0,0,2.3333333333333335
255,Robinson,9,2,4.9,100,3.0,165.6,808.2,663.3,182.0,2718,0.70,3.74,4.44,0,5,2.3333333333333335
256,Stansfield,9,4,5.0,1,0.0,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0,0,2.3333333333333335
257,Tete,9,2,4.4,38,0.3,49.7,261.8,120.9,115.0,1270,1.02,0.44,1.46,0,2,2.3333333333333335
258,Vinicius,9,4,5.0,1,0.0,2.3,4.0,0.0,19.0,3,0.06,0.00,0.06,0,0,2.3333333333333335
259,Wilson,9,3,5.2,63,0.0,80.1,252.4,259.1,298.0,829,3.29,0.94,4.23,0,2,2.3333333333333335
579,Sessegnon,9,2,4.1,31,6.0,29.9,140.8,47.6,111.0,186,0.85,0.48,1.33,0,0,2.3333333333333335
586,J.Cuenca,9,2,4.4,7,0.3,6.3,58.4,2.0,4.0,258,0.02,0.01,0.03,0,0,2.3333333333333335
604,King,9,3,4.4,7,0.0,8.4,21.4,37.3,24.0,78,0.20,0.65,0.85,0,1,2.3333333333333335
605,Godo,9,3,4.4,1,0.0,0.8,1.0,0.5,6.0,14,0.00,0.00,0.00,0,0,2.3333333333333335
622,Berge,9,3,5.0,45,2.3,56.9,283.4,255.7,30.0,1823,0.16,0.50,0.66,0,4,2.3333333333333335
690,Amissah,9,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
753,Silva,9,5,1.1,75,10.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
772,Willian,9,3,5.0,8,1.3,8.1,15.4,51.3,13.0,151,0.13,0.22,0.35,0,1,2.3333333333333335
121,Enciso,10,3,5.4,30,2.7,55.7,123.6,185.7,249.0,715,1.74,0.91,2.65,0,2,4.0
260,Al-Hamadi,10,4,4.7,8,0.0,6.0,5.6,25.7,32.0,125,0.35,0.04,0.39,0,0,4.0
261,Baggott,10,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
262,Broadhead,10,3,4.9,27,3.7,32.7,105.6,94.4,127.0,580,1.54,1.03,2.57,0,2,4.0
263,Burgess,10,2,3.8,18,1.3,43.9,292.4,63.8,82.0,1125,0.72,0.31,1.03,0,0,4.0
264,Burns,10,3,4.7,30,0.0,31.8,111.6,148.5,66.0,922,0.50,1.17,1.67,0,1,4.0
265,Chaplin,10,3,5.1,34,0.3,29.9,97.6,120.5,86.0,614,1.18,0.54,1.72,0,1,4.0
266,H.Clarke,10,2,4.0,1,0.0,10.5,48.2,24.4,35.0,377,0.08,0.10,0.18,0,0,4.0
267,Davis,10,2,4.3,52,0.3,133.5,448.8,758.8,128.0,2470,0.89,4.18,5.07,0,2,4.0
268,Delap,10,4,5.6,125,6.3,148.1,503.4,274.1,712.0,2323,9.05,1.34,10.39,0,3,4.0
269,Edmundson,10,2,4.0,1,0.0,0.0,0.0,0.0,0.0,1,0.00,0.00,0.00,0,0,4.0
270,Greaves,10,2,3.9,32,0.0,61.8,442.4,39.7,135.0,1665,1.24,0.15,1.39,0,2,4.0
271,Harness,10,3,4.9,2,0.0,1.7,9.4,1.9,6.0,43,0.00,0.05,0.05,0,0,4.0
272,Hirst,10,4,5.4,32,2.3,25.7,104.0,40.6,114.0,285,1.09,0.11,1.20,0,0,4.0
273,Humphreys,10,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
274,Hutchinson,10,3,5.2,77,0.7,105.9,333.4,369.9,354.0,2225,2.34,1.64,3.98,0,3,4.0
275,Johnson,10,2,3.9,20,1.0,36.8,198.4,113.0,57.0,1125,0.89,0.46,1.35,0,0,4.0
276,Ladapo,10,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
277,Luongo,10,3,4.3,9,0.0,4.0,31.2,5.6,2.0,179,0.00,0.01,0.01,0,0,4.0
278,Morsy,10,3,4.8,55,1.3,62.5,329.6,264.0,33.0,2148,0.33,1.07,1.40,0,2,4.0
279,Ndaba,10,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
280,Slicker,10,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
281,Taylor,10,3,4.8,29,1.0,27.2,113.4,87.3,71.0,521,0.60,0.73,1.33,0,0,4.0
282,Tuanzebe,10,2,3.9,23,1.3,30.6,217.2,68.6,21.0,1265,0.21,0.14,0.35,0,1,4.0
283,Walton,10,1,4.3,14,0.0,14.9,139.4,10.0,0.0,540,0.00,0.00,0.00,17,1,4.0
284,Woolfenden,10,2,3.9,16,0.0,22.7,211.6,6.1,8.0,1007,0.03,0.02,0.05,0,1,4.0
359,Phillips,10,3,4.8,26,0.7,33.0,179.2,114.7,37.0,1209,0.44,0.46,0.90,0,1,4.0
568,Muric,10,1,4.4,49,0.0,53.1,531.2,0.0,0.0,1620,0.00,0.01,0.01,70,1,4.0
569,Jaden,10,3,5.3,36,1.0,43.9,159.0,98.2,190.0,792,2.43,0.34,2.77,0,2,4.0
583,Townsend,10,2,3.9,10,2.0,17.1,102.0,55.5,13.0,306,0.03,0.24,0.27,0,0,4.0
611,Szmodics,10,3,5.7,53,0.0,55.1,211.4,81.6,263.0,976,3.44,0.44,3.88,0,2,4.0
619,Cajuste,10,3,4.5,50,4.3,40.8,204.0,164.5,43.0,1605,0.42,0.60,1.02,0,1,4.0
630,O'Shea,10,2,3.9,42,3.0,93.0,708.0,56.0,167.0,2492,1.08,0.64,1.72,0,2,4.0
631,J.Clarke,10,3,5.4,44,1.7,55.1,187.2,250.6,115.0,873,0.94,0.94,1.88,0,1,4.0
632,Ogbene,10,3,4.8,7,0.0,6.4,22.8,30.2,12.0,237,0.00,0.05,0.05,0,0,4.0
715,Godfrey,10,2,4.0,-1,0.0,1.3,8.8,2.3,2.0,108,0.00,0.02,0.02,0,0,4.0
743,McKenna,10,5,0.5,35,7.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,4.0
764,Palmer,10,1,4.5,13,1.3,22.3,214.6,10.0,0.0,630,0.00,0.00,0.00,26,0,4.0
117,Buonanotte,11,3,4.5,65,1.0,101.7,364.8,388.9,266.0,1387,3.65,2.23,5.88,0,2,3.0
192,J.Ayew,11,3,5.1,59,0.7,74.9,239.2,238.7,271.0,1322,3.35,1.23,4.58,0,2,3.0
198,Edouard,11,4,5.1,7,0.0,8.0,5.0,25.0,50.0,141,0.39,0.07,0.46,0,0,3.0
285,B.Soumaré,11,3,4.4,36,2.0,49.7,232.6,225.2,38.0,1724,0.27,0.83,1.10,0,0,3.0
286,Cannon,11,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
287,Choudhury,11,3,4.4,4,0.0,7.0,33.8,30.4,6.0,129,0.00,0.19,0.19,0,0,3.0
288,Coady,11,2,4.0,14,1.0,25.7,220.2,29.9,6.0,1082,0.00,0.47,0.47,0,0,3.0
289,Daka,11,4,4.8,28,1.7,18.9,70.4,28.7,96.0,574,0.78,0.04,0.82,0,0,3.0
290,De Cordova-Reid,11,3,5.2,43,0.0,24.6,98.4,83.5,63.0,628,0.75,0.14,0.89,0,0,3.0
291,Faes,11,2,3.9,37,1.0,74.5,564.2,65.9,114.0,2272,1.35,0.38,1.73,0,1,3.0
292,Golding,11,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
293,Hermansen,11,1,4.4,57,1.3,72.6,725.4,0.2,0.0,2115,0.00,0.02,0.02,89,1,3.0
294,Iversen,11,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
295,Justin,11,2,4.1,48,0.3,91.1,491.8,221.6,196.0,2437,1.45,0.64,2.09,0,1,3.0
296,Kristiansen,11,2,4.4,32,0.3,89.7,506.4,356.7,36.0,2380,0.13,1.73,1.86,0,1,3.0
297,Marcal,11,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
298,Mavididi,11,3,5.0,61,0.7,90.2,292.6,348.5,263.0,1432,1.59,3.16,4.75,0,1,3.0
299,McAteer,11,3,4.7,19,0.3,20.4,65.8,71.1,69.0,388,0.55,0.22,0.77,0,1,3.0
300,Ndidi,11,3,4.9,49,1.3,89.3,428.0,219.7,247.0,1826,1.74,1.37,3.11,0,1,3.0
301,Okoli,11,2,4.0,20,0.3,31.4,262.8,12.9,38.0,1031,0.14,0.13,0.27,0,1,3.0
302,Ricardo,11,2,4.1,5,0.7,5.8,30.0,9.1,19.0,182,0.09,0.06,0.15,0,0,3.0
303,Souttar,11,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
304,Stolarczyk,11,1,4.0,10,0.0,14.1,140.8,0.0,0.0,540,0.00,0.00,0.00,17,0,3.0
305,Thomas,11,2,3.9,6,0.7,18.8,125.4,50.9,12.0,542,0.04,0.15,0.19,0,0,3.0
306,Vardy,11,4,5.3,102,1.3,130.4,405.4,251.2,650.0,2361,9.47,2.46,11.93,0,1,3.0
307,Vestergaard,11,2,3.9,11,0.0,42.4,321.0,46.6,53.0,1390,0.11,0.08,0.19,0,0,3.0
308,Ward,11,1,3.9,2,0.0,3.6,35.4,0.0,0.0,135,0.00,0.00,0.00,4,0,3.0
309,Winks,11,3,4.3,40,0.3,63.2,272.8,319.6,37.0,1536,0.23,1.53,1.76,0,0,3.0
501,Skipp,11,3,4.7,19,0.0,23.4,87.0,121.4,26.0,815,0.13,0.28,0.41,0,1,3.0
570,A.Fatawu,11,3,5.1,26,0.0,40.1,147.6,104.3,148.0,576,0.41,1.42,1.83,0,0,3.0
606,Alves,11,3,4.4,1,0.0,0.0,0.0,0.3,0.0,1,0.00,0.00,0.00,0,0,3.0
616,Nelson,11,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
635,El Khannouss,11,3,4.8,60,1.3,81.2,277.4,404.7,131.0,1654,0.77,1.79,2.56,0,1,3.0
694,Cartwright,11,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
708,Wilson-Brown,11,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
726,Coulibaly,11,2,4.0,1,0.0,5.2,24.4,3.4,24.0,107,0.04,0.04,0.08,0,0,3.0
754,Van Nistelrooy,11,5,0.5,8,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.0
