id,web_name,team,element_type,now_cost,total_points,form,ict_index,influence,creativity,threat,minutes,expected_goals,expected_assists,expected_goal_involvements,saves,clean_sheets,next_3_gw_fixtures
792,Monga,11,3,4.5,1,1.0,0.0,0.0,0.0,0.0,16,0.00,0.00,0.00,0,0,3.0
310,A.Becker,12,1,5.6,90,0.0,41.8,406.2,13.0,0.0,1878,0.00,0.20,0.20,50,9,2.3333333333333335
311,Alexander-Arnold,12,2,7.2,135,0.0,168.3,661.0,792.6,232.0,2144,1.52,6.55,8.07,0,12,2.3333333333333335
312,Bajcetic,12,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
313,Bradley,12,2,4.7,20,2.0,23.0,79.4,45.0,106.0,387,0.49,0.29,0.78,0,1,2.3333333333333335
315,Clark,12,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
316,Darwin,12,4,7.0,61,0.5,72.0,249.2,123.9,354.0,995,4.90,0.40,5.30,0,2,2.3333333333333335
317,Diogo J.,12,3,7.2,81,4.5,91.8,295.4,150.2,477.0,975,6.86,1.08,7.94,0,7,2.3333333333333335
318,Doak,12,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
319,Elliott,12,3,5.2,15,0.5,18.3,41.2,68.7,72.0,156,0.41,0.39,0.80,0,0,2.3333333333333335
320,Endo,12,3,4.6,15,0.5,4.9,28.2,17.7,4.0,138,0.00,0.04,0.04,0,0,2.3333333333333335
321,Gakpo,12,4,7.3,98,1.0,138.9,474.8,402.5,510.0,1458,5.92,2.73,8.64,0,5,2.3333333333333335
322,Gomez,12,2,4.7,14,0.0,22.8,130.4,38.5,58.0,517,0.33,0.09,0.42,0,1,2.3333333333333335
323,Gravenberch,12,3,5.0,79,4.0,99.8,475.2,422.5,98.0,2651,0.93,3.12,4.05,0,13,2.3333333333333335
324,Jones,12,3,5.3,75,2.5,96.6,337.0,285.2,349.0,1339,4.09,1.05,5.14,0,5,2.3333333333333335
325,Kelleher,12,1,4.0,45,4.0,22.4,224.2,0.0,0.0,900,0.00,0.00,0.00,27,4,2.3333333333333335
326,Konaté,12,2,5.3,89,3.5,73.9,495.8,141.2,99.0,2050,1.62,0.81,2.43,0,10,2.3333333333333335
327,Luis Díaz,12,3,7.5,153,7.5,199.8,620.2,628.4,751.0,1965,7.98,3.64,11.62,0,14,2.3333333333333335
328,M.Salah,12,3,13.8,311,2.5,413.7,1451.0,963.1,1724.0,2750,21.96,7.14,29.10,0,13,2.3333333333333335
329,Mac Allister,12,3,6.2,99,6.0,139.5,522.4,579.5,295.0,2290,2.44,4.21,6.65,0,13,2.3333333333333335
330,McConnell,12,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
331,Morton,12,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
332,N.Phillips,12,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
333,Quansah,12,2,3.9,9,0.0,8.9,75.6,6.3,6.0,286,0.00,0.14,0.14,0,0,2.3333333333333335
334,R.Williams,12,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
335,Robertson,12,2,5.8,84,4.0,114.9,358.6,629.1,162.0,2185,0.89,3.92,4.81,0,10,2.3333333333333335
336,Szoboszlai,12,3,6.3,115,2.0,156.3,443.4,611.6,513.0,2092,6.40,4.42,10.82,0,11,2.3333333333333335
337,Tsimikas,12,2,4.6,32,0.0,30.4,136.6,130.4,35.0,509,0.12,1.10,1.22,0,3,2.3333333333333335
339,Virgil,12,2,6.5,117,4.5,114.1,739.2,170.8,232.0,2790,1.53,0.79,2.32,0,13,2.3333333333333335
636,Chiesa,12,3,6.8,4,0.5,3.9,3.4,2.4,34.0,33,0.25,0.09,0.34,0,0,2.3333333333333335
660,Jaros,12,1,4.0,1,0.0,0.9,8.8,0.0,0.0,11,0.00,0.00,0.00,1,0,2.3333333333333335
669,Davies,12,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
688,Nyoni,12,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
692,Nallo,12,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
709,Danns,12,4,4.5,1,0.0,0.0,0.0,0.3,0.0,10,0.00,0.01,0.01,0,0,2.3333333333333335
744,Slot,12,5,1.5,78,5.5,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
340,Akanji,13,2,5.3,44,0.0,58.0,291.8,231.8,56.0,1707,0.70,1.09,1.79,0,4,2.6666666666666665
341,Aké,13,2,5.3,25,0.0,15.9,104.6,33.7,20.0,677,0.22,0.17,0.39,0,3,2.6666666666666665
342,Bernardo,13,3,6.1,78,1.0,154.5,451.2,631.6,461.0,2127,2.97,3.51,6.48,0,5,2.6666666666666665
343,Bobb,13,3,4.7,1,0.3,0.0,0.2,0.0,0.0,5,0.00,0.00,0.00,0,0,2.6666666666666665
344,Carson,13,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
345,De Bruyne,13,3,9.3,79,1.3,122.9,322.2,625.9,284.0,1185,2.74,4.70,7.44,0,6,2.6666666666666665
346,Doku,13,3,6.2,71,1.7,118.5,384.8,401.1,396.0,1266,0.97,3.05,4.02,0,6,2.6666666666666665
347,Ederson M.,13,1,5.3,87,4.0,53.0,501.0,30.0,0.0,1890,0.00,0.02,0.02,50,7,2.6666666666666665
348,Foden,13,3,9.2,100,0.7,159.2,440.4,717.7,438.0,1682,5.13,5.13,10.25,0,5,2.6666666666666665
349,Grealish,13,3,6.4,36,3.3,70.8,154.6,320.7,232.0,706,1.13,1.67,2.80,0,2,2.6666666666666665
350,Gvardiol,13,2,6.1,121,5.3,160.2,723.4,453.7,421.0,2648,4.23,2.69,6.92,0,9,2.6666666666666665
351,Haaland,13,4,14.8,171,2.3,264.0,906.4,323.4,1408.0,2480,20.78,1.75,22.53,0,7,2.6666666666666665
352,J.Alvarez,13,4,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
353,João Cancelo,13,2,5.3,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
354,Kovačić,13,3,5.4,83,1.0,107.5,454.2,469.0,150.0,1767,1.46,2.72,4.17,0,8,2.6666666666666665
355,Lewis,13,2,4.3,58,1.0,61.2,281.8,200.1,131.0,1716,1.32,0.92,2.24,0,4,2.6666666666666665
356,Matheus N.,13,3,4.9,51,2.0,72.1,241.8,350.7,128.0,1220,0.53,2.47,3.00,0,6,2.6666666666666665
357,McAtee,13,3,4.6,21,0.3,16.2,72.2,19.6,75.0,135,1.37,0.04,1.41,0,0,2.6666666666666665
358,Ortega Moreno,13,1,5.2,26,0.3,24.7,246.4,0.0,0.0,900,0.00,0.00,0.00,28,2,2.6666666666666665
360,Rodrigo,13,3,6.2,2,0.0,2.8,10.8,17.1,0.0,65,0.00,0.09,0.09,0,0,2.6666666666666665
361,Rúben,13,2,5.4,55,4.0,56.4,329.2,142.2,93.0,1639,1.29,0.89,2.18,0,7,2.6666666666666665
362,Stones,13,2,5.3,29,0.0,27.4,155.6,49.8,70.0,544,0.60,0.17,0.77,0,1,2.6666666666666665
363,Walker,13,2,5.1,13,0.0,33.5,157.4,147.7,29.0,966,0.12,1.34,1.46,0,0,2.6666666666666665
571,Savinho,13,3,6.2,100,3.0,167.7,397.0,639.0,638.0,1645,4.78,5.93,10.71,0,7,2.6666666666666665
607,O’Reilly,13,3,4.9,8,2.0,8.3,29.2,35.0,19.0,184,0.14,0.21,0.35,0,2,2.6666666666666665
625,Gündogan,13,3,6.3,61,4.3,102.5,251.8,589.8,183.0,1691,1.81,3.54,5.34,0,6,2.6666666666666665
626,Kaboré,13,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
671,Wright,13,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
672,Simpson-Pusey,13,2,4.0,1,0.0,2.4,19.6,2.2,2.0,95,0.00,0.01,0.01,0,0,2.6666666666666665
675,Wilson-Esbrand,13,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
698,Mubama,13,4,4.5,1,0.0,0.5,0.2,0.1,5.0,27,0.04,0.00,0.04,0,0,2.6666666666666665
703,Alleyne,13,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
704,Brits,13,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
732,Khusanov,13,2,5.0,14,-0.3,14.1,102.0,33.9,4.0,503,0.02,0.09,0.11,0,2,2.6666666666666665
733,Vitor Reis,13,2,4.5,1,0.3,0.3,3.2,0.0,0.0,1,0.00,0.00,0.00,0,0,2.6666666666666665
736,Guardiola,13,5,1.5,51,6.7,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
755,Marmoush,13,4,7.6,49,7.7,61.0,228.2,148.3,233.0,654,2.76,0.93,3.69,0,4,2.6666666666666665
765,N.Gonzalez,13,3,6.0,14,1.3,14.4,63.6,56.6,27.0,481,0.22,0.38,0.60,0,4,2.6666666666666665
785,Echeverri,13,3,5.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
364,Amad,14,3,5.3,107,0.0,154.7,516.8,552.3,477.0,1591,4.12,3.42,7.54,0,6,3.6666666666666665
365,Antony,14,3,5.7,8,0.0,15.8,35.0,50.7,74.0,135,0.60,0.21,0.81,0,0,3.6666666666666665
366,B.Fernandes,14,3,8.6,157,7.3,257.1,911.6,1149.7,514.0,2555,8.87,6.21,15.08,0,9,3.6666666666666665
367,Bayindir,14,1,4.3,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
368,Casemiro,14,3,4.6,42,1.3,93.0,393.2,304.6,231.0,1266,1.41,1.88,3.29,0,4,3.6666666666666665
369,Dalot,14,2,5.0,90,6.0,110.5,453.4,403.8,251.0,2666,1.94,2.30,4.24,0,8,3.6666666666666665
370,Eriksen,14,3,5.2,30,1.0,48.4,130.6,321.1,32.0,807,0.19,1.75,1.94,0,4,3.6666666666666665
371,Evans,14,2,4.4,14,0.0,6.1,51.0,4.1,6.0,288,0.08,0.02,0.10,0,1,3.6666666666666665
372,Garnacho,14,3,5.9,82,4.0,145.4,329.6,386.6,746.0,1813,6.11,1.82,7.93,0,5,3.6666666666666665
373,Hannibal,14,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
374,Heaton,14,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
375,Højlund,14,4,6.9,60,3.3,60.4,139.0,199.0,273.0,1544,2.81,0.85,3.66,0,4,3.6666666666666665
376,Lindelof,14,2,4.3,14,2.3,10.5,61.0,37.4,6.0,272,0.00,0.06,0.06,0,1,3.6666666666666665
377,Maguire,14,2,4.9,37,0.7,60.4,360.8,78.3,164.0,1413,1.41,0.21,1.62,0,2,3.6666666666666665
378,Mainoo,14,3,5.2,32,0.0,46.9,154.8,211.9,99.0,1282,0.60,1.22,1.82,0,5,3.6666666666666665
379,Malacia,14,2,4.4,2,0.0,1.7,5.2,13.9,0.0,99,0.00,0.02,0.02,0,0,3.6666666666666665
380,Martinez,14,2,4.3,68,0.0,73.8,426.6,153.9,158.0,1751,1.33,1.21,2.54,0,6,3.6666666666666665
381,McTominay,14,3,4.9,2,0.0,0.9,3.2,0.3,5.0,17,0.07,0.00,0.07,0,0,3.6666666666666665
382,Mount,14,3,6.3,9,0.3,14.8,26.6,70.7,53.0,274,0.69,0.13,0.82,0,1,3.6666666666666665
383,Onana,14,1,4.9,114,6.7,71.6,703.0,13.0,0.0,2790,0.00,0.19,0.19,87,9,3.6666666666666665
384,Pellistri,14,3,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
387,Shaw,14,2,4.9,2,0.0,2.0,16.6,2.6,0.0,68,0.00,0.01,0.01,0,0,3.6666666666666665
389,Zirkzee,14,4,6.5,63,1.3,75.3,220.8,207.9,330.0,1331,4.48,1.02,5.50,0,3,3.6666666666666665
572,Yoro,14,2,4.3,19,2.3,23.2,153.2,29.5,48.0,872,0.70,0.10,0.80,0,1,3.6666666666666665
593,De Ligt,14,2,4.8,68,2.7,90.8,511.6,88.6,303.0,2085,2.48,0.25,2.73,0,4,3.6666666666666665
594,Mazraoui,14,2,4.2,81,5.0,90.0,519.4,269.9,112.0,2396,0.62,1.63,2.25,0,7,3.6666666666666665
613,Collyer,14,3,4.5,6,0.3,7.9,40.4,29.9,8.0,174,0.08,0.37,0.45,0,0,3.6666666666666665
648,Wheatley,14,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
652,Ugarte,14,3,4.9,38,2.3,45.2,229.2,143.3,81.0,1436,0.75,0.57,1.32,0,4,3.6666666666666665
658,Heaven,14,2,4.0,2,0.3,3.1,28.2,0.7,2.0,95,0.00,0.00,0.00,0,0,3.6666666666666665
667,Fletcher,14,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
670,Amass,14,2,4.0,1,0.3,0.9,7.8,1.0,0.0,21,0.00,0.00,0.00,0,0,3.6666666666666665
673,Fitzgerald,14,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
691,Kukonki,14,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
745,Amorim,14,5,0.8,53,7.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
761,Harrison,14,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
766,Dorgu,14,2,4.5,7,2.7,21.9,52.6,81.7,85.0,402,0.35,1.00,1.35,0,1,3.6666666666666665
776,Obi,14,4,4.5,2,0.3,0.4,1.2,1.8,2.0,26,0.00,0.01,0.01,0,0,3.6666666666666665
777,Fredricson,14,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
778,Moorhouse,14,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
779,Koné,14,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
783,Graczyk,14,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
788,Dermot Mee,14,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.6666666666666665
390,A.Murphy,15,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
391,Almirón,15,3,5.4,10,0.0,11.3,15.2,40.9,57.0,150,0.52,0.19,0.71,0,0,2.6666666666666665
392,Barnes,15,3,5.9,86,6.5,106.0,349.4,260.8,448.0,1073,4.33,3.36,7.69,0,3,2.6666666666666665
393,Botman,15,2,4.4,7,0.0,5.8,41.8,2.6,13.0,225,0.03,0.02,0.05,0,1,2.6666666666666665
394,Bruno G.,15,3,6.2,108,2.5,145.3,565.2,613.7,272.0,2578,2.84,4.39,7.23,0,10,2.6666666666666665
395,Burn,15,2,4.5,81,4.0,79.3,542.0,69.4,180.0,2610,1.13,0.80,1.93,0,10,2.6666666666666665
396,Dúbravka,15,1,4.2,44,0.0,22.0,220.2,0.0,0.0,900,0.00,0.00,0.00,29,5,2.6666666666666665
398,Gordon,15,3,7.4,113,0.0,188.0,520.4,728.2,630.0,2107,8.01,4.50,12.51,0,9,2.6666666666666665
399,Hall,15,2,4.8,102,0.0,125.3,561.6,561.2,128.0,2188,0.43,3.73,4.16,0,8,2.6666666666666665
400,Hayden,15,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
401,Isak,15,4,9.5,179,5.0,243.1,909.8,486.9,1044.0,2189,16.17,3.21,19.38,0,9,2.6666666666666665
402,J.Murphy,15,3,5.1,122,10.5,142.5,548.6,437.3,441.0,1812,5.67,4.13,9.80,0,8,2.6666666666666665
403,Joelinton,15,3,6.0,87,4.0,121.2,425.2,341.0,443.0,2159,3.67,1.74,5.41,0,9,2.6666666666666665
404,Kelly,15,2,4.2,12,0.0,12.6,80.6,29.0,20.0,299,0.41,0.11,0.52,0,0,2.6666666666666665
405,Krafth,15,2,4.3,13,1.0,7.0,44.6,11.5,13.0,245,0.04,0.03,0.07,0,1,2.6666666666666665
406,Kuol,15,3,4.4,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
407,Lascelles,15,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
408,Lewis,15,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
409,Livramento,15,2,4.6,78,6.5,78.1,440.8,276.6,63.0,2115,0.16,1.89,2.05,0,7,2.6666666666666665
410,Longstaff,15,3,4.4,31,0.5,26.0,106.6,76.2,76.0,759,0.60,0.22,0.82,0,2,2.6666666666666665
411,Miley,15,3,5.0,17,1.0,14.0,74.4,22.1,43.0,214,0.57,0.09,0.66,0,0,2.6666666666666665
412,Odysseas,15,1,4.2,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
413,Pope,15,1,4.9,64,4.0,46.1,462.4,0.0,0.0,1800,0.00,0.00,0.00,63,5,2.6666666666666665
414,Ruddy,15,1,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
415,Schär,15,2,5.5,77,5.5,78.9,533.8,74.3,185.0,2232,1.83,0.80,2.63,0,8,2.6666666666666665
416,Targett,15,2,3.9,1,0.0,0.3,2.4,1.0,0.0,12,0.00,0.00,0.00,0,0,2.6666666666666665
417,Tonali,15,3,5.5,69,6.5,80.2,350.4,249.5,202.0,1905,3.28,1.23,4.51,0,8,2.6666666666666665
418,Trippier,15,2,5.6,42,4.0,39.4,165.4,204.7,22.0,862,0.08,0.67,0.75,0,4,2.6666666666666665
419,White,15,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
420,Willock,15,3,4.7,39,0.5,50.5,140.8,223.6,143.0,825,0.93,0.80,1.73,0,3,2.6666666666666665
421,Wilson,15,4,6.9,10,1.0,5.5,6.4,13.9,40.0,198,0.33,0.02,0.35,0,0,2.6666666666666665
574,Pivas,15,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
590,Osula,15,4,4.9,11,0.5,2.6,7.2,10.7,8.0,83,0.04,0.02,0.06,0,0,2.6666666666666665
746,Howe,15,5,1.5,48,9.5,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
789,Neave,15,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.6666666666666665
26,Alex Moreno,16,2,4.2,32,0.3,28.9,175.0,85.7,29.0,862,0.17,0.88,1.05,0,3,2.3333333333333335
422,Aina,16,2,5.2,123,0.7,79.6,513.4,206.7,75.0,2570,0.58,1.49,2.07,0,12,2.3333333333333335
423,Anderson,16,3,5.0,88,3.3,125.2,495.6,519.5,234.0,2134,1.63,3.10,4.73,0,12,2.3333333333333335
424,Awoniyi,16,4,5.5,29,1.0,21.5,62.8,40.8,118.0,348,2.15,0.12,2.27,0,1,2.3333333333333335
425,Boly,16,2,4.2,6,0.3,6.8,51.0,0.4,17.0,146,0.07,0.00,0.07,0,0,2.3333333333333335
426,Bowler,16,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
427,C.Miguel,16,1,4.1,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
428,Da Silva Moreira,16,3,4.3,2,0.0,0.6,5.2,0.3,0.0,28,0.00,0.00,0.00,0,0,2.3333333333333335
429,Danilo,16,3,4.7,9,0.7,2.1,17.4,4.1,0.0,207,0.00,0.01,0.01,0,1,2.3333333333333335
430,Dennis,16,4,4.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
431,Dominguez,16,3,4.8,39,1.7,68.7,309.4,194.8,183.0,1483,1.37,1.28,2.65,0,6,2.3333333333333335
432,Elanga,16,3,5.5,130,9.3,155.2,521.6,592.3,436.0,1970,4.24,3.77,8.01,0,12,2.3333333333333335
433,Gibbs-White,16,3,6.5,123,3.3,172.0,543.8,661.8,514.0,2199,4.38,4.24,8.62,0,12,2.3333333333333335
434,Hudson-Odoi,16,3,5.2,97,1.7,140.2,413.6,627.2,365.0,1983,2.40,2.43,4.83,0,11,2.3333333333333335
435,Mighten,16,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
436,Murillo,16,2,4.7,112,3.7,108.5,749.4,187.8,147.0,2658,1.16,1.05,2.21,0,12,2.3333333333333335
437,N.Williams,16,2,4.4,93,3.3,90.0,456.8,236.7,205.0,1958,2.13,1.12,3.25,0,10,2.3333333333333335
438,O.Richards,16,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
439,O'Brien,16,3,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
440,Omobamidele,16,2,4.2,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
441,Panzo,16,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
442,Sangaré,16,3,4.3,12,0.3,12.7,66.4,39.6,21.0,274,0.02,0.08,0.10,0,1,2.3333333333333335
443,Sels,16,1,5.1,136,4.0,79.6,781.8,10.1,0.0,2790,0.00,0.07,0.07,100,13,2.3333333333333335
444,Toffolo,16,2,4.2,3,0.0,2.8,18.2,3.3,6.0,45,0.02,0.01,0.03,0,0,2.3333333333333335
446,Ui-jo,16,4,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
447,Wood,16,4,7.0,174,0.7,173.3,744.0,225.4,762.0,2343,10.90,1.08,11.98,0,14,2.3333333333333335
448,Worrall,16,2,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
449,Yates,16,3,4.8,61,3.0,80.2,319.2,226.1,254.0,1717,2.33,0.45,2.78,0,6,2.3333333333333335
573,Milenković,16,2,5.1,127,6.0,102.5,632.0,84.0,311.0,2700,3.63,0.67,4.30,0,13,2.3333333333333335
596,Jota Silva,16,3,5.9,47,3.7,58.1,207.2,181.9,190.0,753,1.62,1.86,3.48,0,1,2.3333333333333335
620,Sosa,16,3,5.5,22,0.7,28.2,84.2,102.6,96.0,250,1.04,0.36,1.40,0,1,2.3333333333333335
653,Morato,16,2,4.5,35,0.3,20.9,175.8,9.2,22.0,740,0.18,0.02,0.20,0,3,2.3333333333333335
706,Abbott,16,2,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
721,Hennessey,16,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
747,Nuno,16,5,1.1,53,6.7,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,2.3333333333333335
14,Ramsdale,17,1,4.4,61,1.7,73.2,731.0,0.0,0.0,2070,0.00,0.03,0.03,98,2,3.3333333333333335
27,Archer,17,4,4.9,49,1.3,48.5,104.0,66.7,318.0,1239,4.95,0.55,5.50,0,1,3.3333333333333335
188,Ugochukwu,17,3,4.4,30,2.0,41.2,174.0,188.1,52.0,1174,0.72,0.56,1.28,0,1,3.3333333333333335
397,Fraser,17,3,4.8,7,0.0,6.7,35.8,26.8,13.0,303,0.02,0.10,0.12,0,0,3.3333333333333335
451,Amo-Ameyaw,17,3,4.4,1,0.0,2.6,4.0,16.1,6.0,26,0.02,0.13,0.15,0,0,3.3333333333333335
452,Aribo,17,3,4.9,70,1.7,89.4,361.4,288.9,242.0,1903,2.69,1.22,3.91,0,1,3.3333333333333335
453,Armstrong,17,4,5.1,45,0.0,56.0,154.4,143.7,262.0,1246,3.28,0.56,3.84,0,2,3.3333333333333335
454,Bazunu,17,1,4.3,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
455,Bednarek,17,2,4.0,49,0.7,79.9,655.4,75.7,69.0,2081,0.65,0.81,1.46,0,2,3.3333333333333335
456,Bella-Kotchap,17,2,3.9,2,0.3,7.0,64.6,2.3,4.0,329,0.32,0.01,0.33,0,0,3.3333333333333335
457,Bree,17,2,3.9,15,0.0,36.0,167.4,152.1,41.0,886,0.11,0.67,0.78,0,0,3.3333333333333335
458,Charles,17,3,4.5,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
459,Edozie,17,3,4.9,1,0.0,5.1,9.8,19.0,22.0,64,0.00,0.15,0.15,0,0,3.3333333333333335
460,Edwards,17,2,3.9,1,0.0,0.5,5.0,0.1,0.0,12,0.00,0.00,0.00,0,0,3.3333333333333335
461,Harwood-Bellis,17,2,4.0,45,1.3,100.6,598.2,187.0,219.0,2299,1.72,0.57,2.29,0,2,3.3333333333333335
462,Kamaldeen,17,3,5.0,41,3.3,50.2,146.2,154.3,204.0,904,0.94,0.61,1.55,0,1,3.3333333333333335
463,Lallana,17,3,5.0,17,0.0,18.4,81.2,82.4,21.0,352,0.15,0.48,0.63,0,0,3.3333333333333335
464,Larios,17,2,3.9,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
465,Lis,17,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
466,Lumley,17,1,4.0,8,0.0,10.2,102.2,0.0,0.0,270,0.00,0.00,0.00,13,0,3.3333333333333335
467,Manning,17,2,4.3,25,2.7,65.7,239.2,360.6,58.0,1111,0.29,2.40,2.69,0,1,3.3333333333333335
468,Mara,17,4,5.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0,0,3.3333333333333335
469,McCarthy,17,1,4.2,12,0.0,16.7,166.4,0.0,0.0,450,0.00,0.00,0.00,24,0,3.3333333333333335
470,Onuachu,17,4,4.9,47,5.0,75.2,208.2,121.0,429.0,860,3.21,0.25,3.46,0,1,3.3333333333333335
471,Smallbone,17,3,5.0,21,0.3,29.8,100.6,142.6,55.0,575,0.39,0.77,1.16,0,0,3.3333333333333335
472,Stephens,17,2,4.0,14,1.0,21.1,139.2,52.4,19.0,894,0.28,0.20,0.48,0,1,3.3333333333333335
